"","ID","YEARSEMESTRE","YEAR","SEMESTRE","DEP_NAC","COD_DEP_NAC","CIU_NAC","COD_CIU_NAC","LON_CIU_NAC","LAT_CIU_NAC","DEP_RES","COD_DEP_RES","CIU_RES","COD_CIU_RES","LON_CIU_RES","LAT_CIU_RES","CODS_NAC","CODN_NAC","NACIONALIDAD","EDAD_MOD","CAT_EDAD","SEXO","ESTRATO_ORIG","ESTRATO","DISCAPACIDAD","TIPO_DISC","MOD_INS","TIPO_INS","PAES","PEAMA","PAET","SNIES_SEDE","INS_SEDE_NOMBRE","PTOTAL","ADMITIDO","ADM_SEDE_NOMBRE","ADM_ANDINA_PEAMA","FACULTAD","FACULTAD_S","SNIES_PROGRA","PROGRAMA","PROGRAMA_S","AREAC_SNIES","CA_CINE","CD_CINE","AREA_CINE","TIPO_NIVEL","NIVEL","SNIES_UNIVERSIDAD","NOMBRE_UNIVERSIDAD","TITULOUNIVERSITARIO","MODALIDAD","ANNO_TERMINACION","RANGO_ANO_TERMINACION","TIPO_DOC","NOMBRE","COD_PADRE","PROGRAMA_2","ESTADO"
"2256","49034",20101,2010,1,"CALDAS",17,"MANIZALES",17001,-75.4904150625,5.05705056379,"CALDAS",17,"MANIZALES",17001,-75.4904150625,5.05705056379,NA,NA,"Sin información",17.17,"17 años o menos","Mujeres","Estrato 4","Estrato 4 o más","No","No Aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",525.04,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2257","6204",20191,2019,1,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"ANTIOQUIA",5,"URRAO",5847,-76.132240466,6.31400117617,"COL",170,"Colombiana",16,"17 años o menos","Mujeres","Estrato 1","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1102,"Medellín",518.0536,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2258","23144",20192,2019,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"NARIÑO",52,"CUMBAL",52227,-77.7912420697,0.906450846049,"COL",170,"Colombiana",18,"18 a 20 años","Mujeres","Estrato 1","Estrato 2 o menos","No",NA,"Especial","PAES","Comunidades indígenas",NA,NA,NA,"Universidad",344.8173,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2259","1013262742",20242,2024,2,"BOGOTÁ, D.C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ D.C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",17,"17 años o menos","Hombres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",667.6492,"Sí","Bogotá",NA,"Ingeniería","Ingeniería - Bogotá",16940,"Ingeniería Industrial","Ingeniería Industrial - Bogotá","Ingeniería, arquitectura, urbanismo y afines",7,722,"Ingeniería, industria y construcción","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información","TI","ADRIAN SANTIAGO AMOR AVILA",16940,"Ingeniería Industrial","Activo"
"2260","35573",20201,2020,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"HUILA",41,"NEIVA",41001,-75.2779458694,2.93554559251,"COL",170,"Colombiana",17,"17 años o menos","Hombres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",530.4656,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2261","35101",20111,2011,1,"BOGOTÁ, D. C.",11,"Bogotá D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,NA,NA,"Sin información",17.2,"17 años o menos","Hombres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",583.7222,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2262","2401",20121,2012,1,"ANTIOQUIA",5,"ITAGÜÍ",5360,-75.629721946,6.16815830322,"ANTIOQUIA",5,"ITAGÜÍ",5360,-75.629721946,6.16815830322,"COL",170,"Colombiana",17.3166666666667,"17 años o menos","Mujeres","Estrato 3","Estrato 3","No","No Aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",554.5585,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2263","1020222858",20241,2024,1,"ANTIOQUIA",5,"PUERTO NARE",5585,-74.5851321578,6.18204690082,"ANTIOQUIA",5,"PUERTO NARE",5585,-74.5851321578,6.18204690082,"COL",170,"Colombiana",18,"18 a 20 años","Hombres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1102,"Medellín",502.4856,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información","CC","ALEJANDRO  MUÑOZ VELEZ",NA,NA,NA
"2264","44281",20111,2011,1,"BOGOTÁ, D. C.",11,"Bogotá D.C.",11001,-74.1139187163,4.62457504964,"MAGDALENA",47,"SANTA MARTA",47001,-74.1883970496,11.2257031416,NA,NA,"Sin información",18.78,"18 a 20 años","Hombres","Estrato 2","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",466.7627,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2265","28853",20171,2017,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",16.95,"17 años o menos","Mujeres","Estrato 2","Estrato 2 o menos","No","No Aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",541.3086,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2266","2297",20171,2017,1,"ANTIOQUIA",5,"ITAGÜÍ",5360,-75.629721946,6.16815830322,"ANTIOQUIA",5,"ITAGÜÍ",5360,-75.629721946,6.16815830322,"COL",170,"Colombiana",25.08,"21 a 25 años","Hombres","Estrato 2","Estrato 2 o menos","No","No Aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",508.6862,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2267","1128461802",20241,2024,1,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"COL",170,"Colombiana",28,"26 o más años","Hombres","Estrato 3","Estrato 3","No",NA,"Regular","Regular",NA,NA,NA,1102,"Medellín",591.1331,"Sí","Medellín",NA,"Ciencias","Ciencias - Medellín",129,"Matemáticas","Matemáticas - Medellín","Matemáticas y ciencias naturales",5,541,"Ciencias naturales, matemáticas y estadística","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información","CC","LUIS MARTÍN VALENCIA YEPES",129,"Matemáticas","Activo"
"2268","24194",20202,2020,2,"BOYACÁ",15,"SOGAMOSO",15759,-72.923236899,5.72486205266,"BOYACÁ",15,"SOGAMOSO",15759,-72.923236899,5.72486205266,"COL",170,"Colombiana",16,"17 años o menos","Hombres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",NA,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2269","6299",20222,2022,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",17,"17 años o menos","Mujeres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",601.184,"Sí","Bogotá",NA,"Ciencias humanas","Ciencias humanas - Bogotá",15,"Trabajo social","Trabajo social - Bogotá","Ciencias sociales y humanas",9,923,"Salud y bienestar","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,15,"Trabajo Social","Activo"
"2270","10390",20202,2020,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",18,"18 a 20 años","Mujeres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",620.4791,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2271","2580",20211,2021,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",27,"26 a 30 años","Hombres","Estrato 3","Estrato 3","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",4,"Sí","Bogotá",NA,"Ciencias","Ciencias - Bogotá",85,"Estadística","Estadística - Bogotá","Matemáticas y ciencias naturales",5,542,"Ciencias naturales, matemáticas y estadística","Postgrado","Especialización","1101","UNIVERSIDAD NACIONAL DE COLOMBIA","Estadística / Presencial","Presencial",2018,"1 año de graduado",NA,NA,85,"Estadística - Especialización","Activo"
"2272","1007370828",20231,2023,1,"VALLE DEL CAUCA",76,"CALI",76001,-76.5263911952,3.40638218413,"CUNDINAMARCA",25,"SOACHA",25754,-74.1949015405,4.58639001648,"COL",170,"Colombiana",20,"18 a 20 años","Mujeres","Estrato 3","Estrato 3","No",NA,"Especial","PAES","Victimas del conflicto armado interno en Colombia",NA,NA,1101,"Bogotá",NA,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información","CC","INGRI TATIANA DORADO BURBANO",NA,NA,NA
"2273","3653",20161,2016,1,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"COL",170,"Colombiana",35,"31 a 35 años","Hombres","Estrato 4","Estrato 4 o más","No",NA,"Regular","Regular",NA,NA,NA,1102,"Medellín",3.77,"Sí","Medellín",NA,"Minas","Minas - Medellín",16933,"Ingeniería financiera","Ingeniería financiera - Medellín","Ingeniería, arquitectura, urbanismo y afines",4,41,"Administración de empresas y derecho","Postgrado","Especialización","3302","INSTITUTO TECNOLOGICO METROPOLITANO","Ingeniería Financiera Y De Negocios / Presencial","Presencial",2011,"2 a 5 años de graduado",NA,NA,16933,"Ingeniería Financiera - Especialización","Activo"
"2274","22205",20192,2019,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"CUNDINAMARCA",25,"SOACHA",25754,-74.1949015405,4.58639001648,"COL",170,"Colombiana",19,"18 a 20 años","Mujeres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",361.9712,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2275","32075",20102,2010,2,"CUNDINAMARCA",25,"PARATEBUENO",25530,-73.2128638635,4.37502628853,"CUNDINAMARCA",25,"PARATEBUENO",25530,-73.2128638635,4.37502628853,NA,NA,"Sin información",26.25,"26 o más años","Hombres","Estrato 2","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",419.1593,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2276","28650",20141,2014,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",18.26,"18 a 20 años","Hombres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",573.8641,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2277","1971",20182,2018,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",26,"26 a 30 años","Mujeres","Estrato 3","Estrato 3","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",3.24,"No",NA,NA,"Ingeniería","Ingeniería - Bogotá",99,"Ingeniería - Recursos hidráulicos","Ingeniería - Recursos hidráulicos - Bogotá","Ingeniería, arquitectura, urbanismo y afines",7,73,"Ingeniería, industria y construcción","Postgrado","Maestría","1101","UNIVERSIDAD NACIONAL DE COLOMBIA","Ingeniería Civil / Presencial","Presencial",2016,"2 a 5 años de graduado",NA,NA,99,"Ingeniería - Recursos Hidráulicos - Maestría","Activo"
"2278","61573",20111,2011,1,"NARIÑO",52,"Aldana",52022,-77.7003748185,0.88224359638,"NARIÑO",52,"ALDANA",52022,-77.7003748185,0.88224359638,NA,NA,"Sin información",19.82,"18 a 20 años","Hombres","ND/NE","ND/NE","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",488.2396,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2279","16834",20122,2012,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",18.2666666666667,"18 a 20 años","Mujeres","Estrato 4","Estrato 4 o más","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",517.4517,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2280","21419",20111,2011,1,"BOGOTÁ, D. C.",11,"Bogotá D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,NA,NA,"Sin información",17.66,"17 años o menos","Mujeres","Estrato 1","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",475.0153,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2281","9683",20102,2010,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",25,"25 años o menos","Hombres","Estrato 5","Estrato 4 o más","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",NA,"No",NA,NA,"Ingeniería","Ingeniería - Bogotá",19912,"Ingeniería - Ingeniería ambiental","Ingeniería - Ingeniería ambiental - Bogotá","Ingeniería, arquitectura, urbanismo y afines",7,712,"Ingeniería, industria y construcción","Postgrado","Maestría","1715","FUNDACION UNIVERSIDAD DE AMERICA","Ingenieria Quimica - Diurno","Sin información",2008,"1 año de graduado",NA,NA,19912,"Ingeniería - Ingeniería Ambiental - Maestría","Activo"
"2282","14468",20132,2013,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",17.07,"17 años o menos","Hombres","Estrato 2","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",594.3035,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2283","50581",20181,2018,1,"CUNDINAMARCA",25,"FACATATIVÁ",25269,-74.3510146905,4.81224201458,"CUNDINAMARCA",25,"FACATATIVÁ",25269,-74.3510146905,4.81224201458,"COL",170,"Colombiana",16.98,"17 años o menos","Mujeres","Estrato 2","Estrato 2 o menos","No","No Aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",544.996,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2284","48061",20151,2015,1,"CUNDINAMARCA",25,"ARBELÁEZ",25053,-74.4160840125,4.27225989155,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",18.0805555555556,"18 a 20 años","Mujeres","Estrato 2","Estrato 2 o menos","No","No aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",388.227,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2285","7643",20181,2018,1,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"COL",170,"Colombiana",25,"25 años o menos","Hombres","Estrato 4","Estrato 4 o más","No",NA,"Regular","Regular",NA,NA,NA,1102,"Medellín",4.45,"Sí","Medellín",NA,"Minas","Minas - Medellín",104511,"Analítica","Analítica - Medellín","Ingeniería, arquitectura, urbanismo y afines",6,61,"Tecnologías de la información y la comunicación (TIC)","Postgrado","Especialización","1102","UNIVERSIDAD NACIONAL DE COLOMBIA","Ingeniería Industrial / Presencial","Presencial",2016,"2 a 5 años de graduado",NA,NA,104511,"Analítica - Especialización","Activo"
"2286","6687",20191,2019,1,"ANTIOQUIA",5,"RIONEGRO",5615,-75.3762557551,6.14622006041,"ANTIOQUIA",5,"LA CEJA",5376,-75.4216378862,6.03259036572,"COL",170,"Colombiana",16,"17 años o menos","Hombres","Estrato 4","Estrato 4 o más","No",NA,"Regular","Regular",NA,NA,NA,1102,"Medellín",440.7085,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2287","34278",20171,2017,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",17.04,"17 años o menos","Hombres","Estrato 2","Estrato 2 o menos","No","No Aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",655.4416,"Sí","Bogotá",NA,"Ciencias humanas","Ciencias Humanas - Bogotá",16,"Sociología","Sociología - Bogotá","Ciencias sociales y humanas",3,314,"Ciencias sociales, periodismo e información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,16,"Sociología","Activo"
"2288","56743",20201,2020,1,"PUTUMAYO",86,"PUERTO ASÍS",86568,-76.4978366718,0.504218750676,"PUTUMAYO",86,"ORITO",86320,-76.8802098557,0.676020477109,"COL",170,"Colombiana",26,"26 o más años","Mujeres","Estrato 1","Estrato 2 o menos","No",NA,"Especial","PAES","Victimas del conflicto armado interno en Colombia",NA,NA,1101,"Bogotá",354.4914,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2289","5924",20111,2011,1,"SANTANDER",68,"BUCARAMANGA",68001,-73.132325231,7.12278728534,"SANTANDER",68,"BUCARAMANGA",68001,-73.132325231,7.12278728534,NA,NA,"Sin información",36,"36 años o más","Mujeres","Estrato 4","Estrato 4 o más","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",4.4,"Sí","Bogotá",NA,"Enfermería","Enfermería - Bogotá",89,"Enfermería","Enfermería - Bogotá","Ciencias de la salud",9,913,"Salud y bienestar","Postgrado","Maestría","1204","UNIVERSIDAD INDUSTRIAL DE SANTANDER","Enfermeria - Diurno","Sin información",1998,"Más de 5 años de graduado",NA,NA,89,"Enfermería - Maestría","Activo"
"2290","19006",20131,2013,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",18.03,"18 a 20 años","Hombres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",584.37,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2291","33825",20121,2012,1,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",16.6472222222222,"17 años o menos","Hombres","Estrato 3","Estrato 3","No","No Aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",468.9172,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2292","11031",20122,2012,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"COL",170,"Colombiana",17.9027777777778,"17 años o menos","Hombres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,1101,"Bogotá",660.2123,"Sí","Bogotá",NA,"Ingeniería","Ingeniería - Bogotá",29,"Ingeniería Química","Ingeniería Química - Bogotá","Ingeniería, arquitectura, urbanismo y afines",7,711,"Ingeniería, industria y construcción","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,29,"Ingeniería Química","Activo"
"2293","1124313558",20241,2024,1,"PUTUMAYO",86,"COLÓN",86219,-76.9689800339,1.19200057658,"PUTUMAYO",86,"SIBUNDOY",86749,-76.9212871804,1.2030862151,"COL",170,"Colombiana",16,"17 años o menos","Mujeres","ND/NE","ND/NE","No",NA,"Especial","PEAMA",NA,"PEAMA - Tumaco",NA,9920,"Tumaco",343.5282,"No",NA,NA,"Dirección de sede",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información","TI","YERALDIN YULIANA SIGINDIOY MERA",NA,NA,NA
"2294","62158",20141,2014,1,"RISARALDA",66,"LA VIRGINIA",66400,-75.8796584309,4.89834379545,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"COL",170,"Colombiana",17.96,"17 años o menos","Hombres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",395.8519,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2295","25698",20112,2011,2,"BOGOTÁ, D. C.",11,"BOGOTÁ, D.C.",11001,-74.1139187163,4.62457504964,"BOYACÁ",15,"TUNJA",15001,-73.3543638186,5.53937063584,"COL",170,"Colombiana",17.5833333333333,"17 años o menos","Mujeres","Estrato 3","Estrato 3","No","No aplica","Regular","Regular",NA,NA,NA,NA,"Universidad",510.7094,"No",NA,NA,"Sin información",NA,NA,NA,NA,"Sin información",NA,NA,"Sin información","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información",NA,NA,NA,NA,NA
"2296","5098",20161,2016,1,"NARIÑO",52,"PASTO",52001,-77.2782674539,1.21280859722,"NARIÑO",52,"PASTO",52001,-77.2782674539,1.21280859722,"COL",170,"Colombiana",24,"25 años o menos","Mujeres","Estrato 2","Estrato 2 o menos","No",NA,"Regular","Regular",NA,NA,NA,1101,"Bogotá",1.76,"No",NA,NA,"Medicina","Medicina - Bogotá",55,"Pediatría","Pediatría - Bogotá","Ciencias de la salud",9,91,"Salud y bienestar","Postgrado","Especialidades médicas","1826","UNIVERSIDAD DE NARIÑO","Medicina / Presencial","Presencial",2014,"1 año de graduado",NA,NA,55,"Pediatría - Especialidades médicas","Activo"
"2297","1000644764",20232,2023,2,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"ANTIOQUIA",5,"MEDELLÍN",5001,-75.5770556256,6.24894080956,"COL",170,"Colombiana",21,"21 a 25 años","Hombres","Estrato 3","Estrato 3","No",NA,"Regular","Regular",NA,NA,NA,1102,"Medellín",566.5117,"Sí","Medellín",NA,"Minas","Minas - Medellín",122,"Ingeniería Mecánica","Ingeniería Mecánica - Medellín","Ingeniería, arquitectura, urbanismo y afines",7,715,"Ingeniería, industria y construcción","Pregrado","Pregrado",NA,NA,NA,"Sin información",NA,"Sin información","CC","DAVID ALEJANDRO CABALLERO MORENO",122,"Ingeniería Mecánica","Activo"
